"Eastern Date Hour","Zone Name","DAM Forecast Load","GMT Start Hour"
"2013/01/10 17:00:00","DUNWOD","810","22"
"2013/01/10 17:00:00","GENESE","1317","22"
"2013/01/10 17:00:00","HUD VL","1282","22"
"2013/01/10 17:00:00","LONGIL","2934","22"
"2013/01/10 17:00:00","MHK VL","1059","22"
"2013/01/10 17:00:00","MILLWD","415","22"
"2013/01/10 17:00:00","N.Y.C.","6731","22"
"2013/01/10 17:00:00","NORTH","857","22"
"2013/01/10 17:00:00","WEST","2043","22"
"2013/01/10 18:00:00","CAPITL","1580","23"
"2013/01/10 18:00:00","CENTRL","2123","23"
"2013/01/10 18:00:00","DUNWOD","826","23"
"2013/01/10 18:00:00","GENESE","1336","23"
"2013/01/10 18:00:00","HUD VL","1315","23"
"2013/01/10 18:00:00","LONGIL","3003","23"
"2013/01/10 18:00:00","MHK VL","1072","23"
"2013/01/10 18:00:00","MILLWD","432","23"
"2013/01/10 18:00:00","N.Y.C.","6618","23"
"2013/01/10 18:00:00","NORTH","855","23"
"2013/01/10 18:00:00","WEST","2082","23"
"2013/01/10 19:00:00","CAPITL","1550","0"
"2013/01/10 19:00:00","CENTRL","2098","0"
"2013/01/10 19:00:00","DUNWOD","808","0"
"2013/01/10 19:00:00","GENESE","1306","0"
"2013/01/10 19:00:00","HUD VL","1298","0"
"2013/01/10 19:00:00","LONGIL","2937","0"
"2013/01/10 19:00:00","MHK VL","1056","0"
"2013/01/10 19:00:00","MILLWD","426","0"
"2013/01/10 19:00:00","N.Y.C.","6437","0"
"2013/01/10 19:00:00","NORTH","855","0"
"2013/01/10 19:00:00","WEST","2057","0"
"2013/01/10 20:00:00","CAPITL","1508","1"
"2013/01/10 20:00:00","CENTRL","2040","1"
"2013/01/10 20:00:00","DUNWOD","780","1"
"2013/01/10 20:00:00","GENESE","1274","1"
"2013/01/10 20:00:00","HUD VL","1266","1"
"2013/01/10 20:00:00","LONGIL","2840","1"
"2013/01/10 20:00:00","MHK VL","1028","1"
"2013/01/10 20:00:00","MILLWD","413","1"
"2013/01/10 20:00:00","N.Y.C.","6234","1"
"2013/01/10 20:00:00","NORTH","849","1"
"2013/01/10 20:00:00","WEST","2015","1"
"2013/01/10 21:00:00","CAPITL","1420","2"
"2013/01/10 21:00:00","CENTRL","1939","2"
"2013/01/10 21:00:00","DUNWOD","735","2"
"2013/01/10 21:00:00","GENESE","1208","2"
"2013/01/10 21:00:00","HUD VL","1197","2"
"2013/01/10 21:00:00","LONGIL","2677","2"
"2013/01/10 21:00:00","MHK VL","969","2"
"2013/01/10 21:00:00","MILLWD","390","2"
"2013/01/10 21:00:00","N.Y.C.","5989","2"
"2013/01/10 21:00:00","NORTH","835","2"
"2013/01/10 21:00:00","WEST","1939","2"
"2013/01/10 22:00:00","CAPITL","1312","3"
"2013/01/10 22:00:00","CENTRL","1810","3"
"2013/01/10 22:00:00","DUNWOD","668","3"
"2013/01/10 22:00:00","GENESE","1123","3"
"2013/01/10 22:00:00","HUD VL","1102","3"
"2013/01/10 22:00:00","LONGIL","2443","3"
"2013/01/10 22:00:00","MHK VL","902","3"
"2013/01/10 22:00:00","MILLWD","357","3"
"2013/01/10 22:00:00","N.Y.C.","5655","3"
"2013/01/10 22:00:00","NORTH","821","3"
"2013/01/10 22:00:00","WEST","1833","3"
"2013/01/10 23:00:00","CAPITL","1208","4"
"2013/01/10 23:00:00","CENTRL","1682","4"
"2013/01/10 23:00:00","DUNWOD","601","4"
"2013/01/10 23:00:00","GENESE","1034","4"
"2013/01/10 23:00:00","HUD VL","1005","4"
"2013/01/10 23:00:00","LONGIL","2182","4"
"2013/01/10 23:00:00","MHK VL","838","4"
"2013/01/10 23:00:00","MILLWD","320","4"
"2013/01/10 23:00:00","N.Y.C.","5216","4"
"2013/01/10 23:00:00","NORTH","801","4"
"2013/01/10 23:00:00","WEST","1708","4"
"2013/01/11 00:00:00","CAPITL","1132","5"
"2013/01/11 00:00:00","CENTRL","1590","5"
"2013/01/11 00:00:00","DUNWOD","566","5"
"2013/01/11 00:00:00","GENESE","966","5"
"2013/01/11 00:00:00","HUD VL","927","5"
"2013/01/11 00:00:00","LONGIL","1960","5"
"2013/01/11 00:00:00","MHK VL","790","5"
"2013/01/11 00:00:00","MILLWD","294","5"
"2013/01/11 00:00:00","N.Y.C.","4806","5"
"2013/01/11 00:00:00","NORTH","795","5"
"2013/01/11 00:00:00","WEST","1616","5"
"2013/01/11 01:00:00","CAPITL","1091","6"
"2013/01/11 01:00:00","CENTRL","1541","6"
"2013/01/11 01:00:00","DUNWOD","530","6"
"2013/01/11 01:00:00","GENESE","922","6"
"2013/01/11 01:00:00","HUD VL","897","6"
"2013/01/11 01:00:00","LONGIL","1852","6"
"2013/01/11 01:00:00","MHK VL","756","6"
"2013/01/11 01:00:00","MILLWD","280","6"
"2013/01/11 01:00:00","N.Y.C.","4577","6"
"2013/01/11 01:00:00","NORTH","792","6"
"2013/01/11 01:00:00","WEST","1560","6"
"2013/01/11 02:00:00","CAPITL","1070","7"
"2013/01/11 02:00:00","CENTRL","1507","7"
"2013/01/11 02:00:00","DUNWOD","511","7"
"2013/01/11 02:00:00","GENESE","898","7"
"2013/01/11 02:00:00","HUD VL","881","7"
"2013/01/11 02:00:00","LONGIL","1790","7"
"2013/01/11 02:00:00","MHK VL","743","7"
"2013/01/11 02:00:00","MILLWD","276","7"
"2013/01/11 02:00:00","N.Y.C.","4431","7"
"2013/01/11 02:00:00","NORTH","787","7"
"2013/01/11 02:00:00","WEST","1533","7"
"2013/01/11 03:00:00","CAPITL","1068","8"
"2013/01/11 03:00:00","CENTRL","1505","8"
"2013/01/11 03:00:00","DUNWOD","503","8"
"2013/01/11 03:00:00","GENESE","888","8"
"2013/01/11 03:00:00","HUD VL","877","8"
"2013/01/11 03:00:00","LONGIL","1754","8"
"2013/01/11 03:00:00","MHK VL","739","8"
"2013/01/11 03:00:00","MILLWD","274","8"
"2013/01/11 03:00:00","N.Y.C.","4359","8"
"2013/01/11 03:00:00","NORTH","789","8"
"2013/01/11 03:00:00","WEST","1519","8"
"2013/01/11 04:00:00","CAPITL","1093","9"
"2013/01/11 04:00:00","CENTRL","1553","9"
"2013/01/11 04:00:00","DUNWOD","515","9"
"2013/01/11 04:00:00","GENESE","914","9"
"2013/01/11 04:00:00","HUD VL","891","9"
"2013/01/11 04:00:00","LONGIL","1780","9"
"2013/01/11 04:00:00","MHK VL","757","9"
"2013/01/11 04:00:00","MILLWD","276","9"
"2013/01/11 04:00:00","N.Y.C.","4385","9"
"2013/01/11 04:00:00","NORTH","807","9"
"2013/01/11 04:00:00","WEST","1538","9"
"2013/01/11 05:00:00","CAPITL","1164","10"
"2013/01/11 05:00:00","CENTRL","1663","10"
"2013/01/11 05:00:00","DUNWOD","546","10"
"2013/01/11 05:00:00","GENESE","979","10"
"2013/01/11 05:00:00","HUD VL","947","10"
"2013/01/11 05:00:00","LONGIL","1896","10"
"2013/01/11 05:00:00","MHK VL","815","10"
"2013/01/11 05:00:00","MILLWD","299","10"
"2013/01/11 05:00:00","N.Y.C.","4622","10"
"2013/01/11 05:00:00","NORTH","827","10"
"2013/01/11 05:00:00","WEST","1617","10"
"2013/01/11 06:00:00","CAPITL","1324","11"
"2013/01/11 06:00:00","CENTRL","1857","11"
"2013/01/11 06:00:00","DUNWOD","623","11"
"2013/01/11 06:00:00","GENESE","1092","11"
"2013/01/11 06:00:00","HUD VL","1060","11"
"2013/01/11 06:00:00","LONGIL","2148","11"
"2013/01/11 06:00:00","MHK VL","921","11"
"2013/01/11 06:00:00","MILLWD","346","11"
"2013/01/11 06:00:00","N.Y.C.","5167","11"
"2013/01/11 06:00:00","NORTH","845","11"
"2013/01/11 06:00:00","WEST","1774","11"
"2013/01/11 07:00:00","CAPITL","1443","12"
"2013/01/11 07:00:00","CENTRL","2003","12"
"2013/01/11 07:00:00","DUNWOD","701","12"
"2013/01/11 07:00:00","GENESE","1188","12"
"2013/01/11 07:00:00","HUD VL","1135","12"
"2013/01/11 07:00:00","LONGIL","2367","12"
"2013/01/11 07:00:00","MHK VL","993","12"
"2013/01/11 07:00:00","MILLWD","375","12"
"2013/01/11 07:00:00","N.Y.C.","5749","12"
"2013/01/11 07:00:00","NORTH","857","12"
"2013/01/11 07:00:00","WEST","1915","12"
"2013/01/11 08:00:00","CAPITL","1450","13"
"2013/01/11 08:00:00","CENTRL","2002","13"
"2013/01/11 08:00:00","DUNWOD","720","13"
"2013/01/11 08:00:00","GENESE","1186","13"
"2013/01/11 08:00:00","HUD VL","1164","13"
"2013/01/11 08:00:00","LONGIL","2438","13"
"2013/01/11 08:00:00","MHK VL","991","13"
"2013/01/11 08:00:00","MILLWD","374","13"
"2013/01/11 08:00:00","N.Y.C.","6125","13"
"2013/01/11 08:00:00","NORTH","854","13"
"2013/01/11 08:00:00","WEST","1936","13"
"2013/01/11 09:00:00","CAPITL","1459","14"
"2013/01/11 09:00:00","CENTRL","2013","14"
"2013/01/11 09:00:00","DUNWOD","729","14"
"2013/01/11 09:00:00","GENESE","1194","14"
"2013/01/11 09:00:00","HUD VL","1180","14"
"2013/01/11 09:00:00","LONGIL","2483","14"
"2013/01/11 09:00:00","MHK VL","991","14"
"2013/01/11 09:00:00","MILLWD","369","14"
"2013/01/11 09:00:00","N.Y.C.","6372","14"
"2013/01/11 09:00:00","NORTH","851","14"
"2013/01/11 09:00:00","WEST","1950","14"
"2013/01/11 10:00:00","CAPITL","1473","15"
"2013/01/11 10:00:00","CENTRL","2021","15"
"2013/01/11 10:00:00","DUNWOD","736","15"
"2013/01/11 10:00:00","GENESE","1199","15"
"2013/01/11 10:00:00","HUD VL","1189","15"
"2013/01/11 10:00:00","LONGIL","2515","15"
"2013/01/11 10:00:00","MHK VL","995","15"
"2013/01/11 10:00:00","MILLWD","363","15"
"2013/01/11 10:00:00","N.Y.C.","6480","15"
"2013/01/11 10:00:00","NORTH","847","15"
"2013/01/11 10:00:00","WEST","1962","15"
"2013/01/11 11:00:00","CAPITL","1470","16"
"2013/01/11 11:00:00","CENTRL","2011","16"
"2013/01/11 11:00:00","DUNWOD","732","16"
"2013/01/11 11:00:00","GENESE","1203","16"
"2013/01/11 11:00:00","HUD VL","1187","16"
"2013/01/11 11:00:00","LONGIL","2511","16"
"2013/01/11 11:00:00","MHK VL","983","16"
"2013/01/11 11:00:00","MILLWD","355","16"
"2013/01/11 11:00:00","N.Y.C.","6514","16"
"2013/01/11 11:00:00","NORTH","840","16"
"2013/01/11 11:00:00","WEST","1963","16"
"2013/01/11 12:00:00","CAPITL","1447","17"
"2013/01/11 12:00:00","CENTRL","1991","17"
"2013/01/11 12:00:00","DUNWOD","723","17"
"2013/01/11 12:00:00","GENESE","1196","17"
"2013/01/11 12:00:00","HUD VL","1175","17"
"2013/01/11 12:00:00","LONGIL","2498","17"
"2013/01/11 12:00:00","MHK VL","970","17"
"2013/01/11 12:00:00","MILLWD","348","17"
"2013/01/11 12:00:00","N.Y.C.","6514","17"
"2013/01/11 12:00:00","NORTH","838","17"
"2013/01/11 12:00:00","WEST","1946","17"
"2013/01/11 13:00:00","CAPITL","1431","18"
"2013/01/11 13:00:00","CENTRL","1964","18"
"2013/01/11 13:00:00","DUNWOD","716","18"
"2013/01/11 13:00:00","GENESE","1191","18"
"2013/01/11 13:00:00","HUD VL","1166","18"
"2013/01/11 13:00:00","LONGIL","2476","18"
"2013/01/11 13:00:00","MHK VL","960","18"
"2013/01/11 13:00:00","MILLWD","338","18"
"2013/01/11 13:00:00","N.Y.C.","6481","18"
"2013/01/11 13:00:00","NORTH","832","18"
"2013/01/11 13:00:00","WEST","1943","18"
"2013/01/11 14:00:00","CAPITL","1406","19"
"2013/01/11 14:00:00","CENTRL","1927","19"
"2013/01/11 14:00:00","DUNWOD","712","19"
"2013/01/11 14:00:00","GENESE","1176","19"
"2013/01/11 14:00:00","HUD VL","1152","19"
"2013/01/11 14:00:00","LONGIL","2461","19"
"2013/01/11 14:00:00","MHK VL","945","19"
"2013/01/11 14:00:00","MILLWD","333","19"
"2013/01/11 14:00:00","N.Y.C.","6429","19"
"2013/01/11 14:00:00","NORTH","825","19"
"2013/01/11 14:00:00","WEST","1919","19"
"2013/01/11 15:00:00","CAPITL","1397","20"
"2013/01/11 15:00:00","CENTRL","1894","20"
"2013/01/11 15:00:00","DUNWOD","714","20"
"2013/01/11 15:00:00","GENESE","1163","20"
"2013/01/11 15:00:00","HUD VL","1146","20"
"2013/01/11 15:00:00","LONGIL","2472","20"
"2013/01/11 15:00:00","MHK VL","932","20"
"2013/01/11 15:00:00","MILLWD","333","20"
"2013/01/11 15:00:00","N.Y.C.","6400","20"
"2013/01/11 15:00:00","NORTH","821","20"
"2013/01/11 15:00:00","WEST","1893","20"
"2013/01/11 16:00:00","CAPITL","1439","21"
"2013/01/11 16:00:00","CENTRL","1923","21"
"2013/01/11 16:00:00","DUNWOD","737","21"
"2013/01/11 16:00:00","GENESE","1172","21"
"2013/01/11 16:00:00","HUD VL","1179","21"
"2013/01/11 16:00:00","LONGIL","2572","21"
"2013/01/11 16:00:00","MHK VL","957","21"
"2013/01/11 16:00:00","MILLWD","349","21"
"2013/01/11 16:00:00","N.Y.C.","6481","21"
"2013/01/11 16:00:00","NORTH","828","21"
"2013/01/11 16:00:00","WEST","1905","21"
"2013/01/11 17:00:00","CAPITL","1561","22"
"2013/01/11 17:00:00","CENTRL","2061","22"
"2013/01/11 17:00:00","DUNWOD","802","22"
"2013/01/11 17:00:00","GENESE","1260","22"
"2013/01/11 17:00:00","HUD VL","1291","22"
"2013/01/11 17:00:00","LONGIL","2869","22"
"2013/01/11 17:00:00","MHK VL","1035","22"
"2013/01/11 17:00:00","MILLWD","405","22"
"2013/01/11 17:00:00","N.Y.C.","6709","22"
"2013/01/11 17:00:00","NORTH","843","22"
"2013/01/11 17:00:00","WEST","2014","22"
"2013/01/11 18:00:00","CAPITL","1546","23"
"2013/01/11 18:00:00","CENTRL","2066","23"
"2013/01/11 18:00:00","DUNWOD","814","23"
"2013/01/11 18:00:00","GENESE","1266","23"
"2013/01/11 18:00:00","HUD VL","1308","23"
"2013/01/11 18:00:00","LONGIL","2917","23"
"2013/01/11 18:00:00","MHK VL","1032","23"
"2013/01/11 18:00:00","MILLWD","420","23"
"2013/01/11 18:00:00","N.Y.C.","6574","23"
"2013/01/11 18:00:00","NORTH","836","23"
"2013/01/11 18:00:00","WEST","2035","23"
"2013/01/11 19:00:00","CAPITL","1489","0"
"2013/01/11 19:00:00","CENTRL","2011","0"
"2013/01/11 19:00:00","DUNWOD","791","0"
"2013/01/11 19:00:00","GENESE","1226","0"
"2013/01/11 19:00:00","HUD VL","1275","0"
"2013/01/11 19:00:00","LONGIL","2824","0"
"2013/01/11 19:00:00","MHK VL","1001","0"
"2013/01/11 19:00:00","MILLWD","407","0"
"2013/01/11 19:00:00","N.Y.C.","6353","0"
"2013/01/11 19:00:00","NORTH","832","0"
"2013/01/11 19:00:00","WEST","1997","0"
"2013/01/11 20:00:00","CAPITL","1437","1"
"2013/01/11 20:00:00","CENTRL","1948","1"
"2013/01/11 20:00:00","DUNWOD","764","1"
"2013/01/11 20:00:00","GENESE","1194","1"
"2013/01/11 20:00:00","HUD VL","1241","1"
"2013/01/11 20:00:00","LONGIL","2724","1"
"2013/01/11 20:00:00","MHK VL","972","1"
"2013/01/11 20:00:00","MILLWD","391","1"
"2013/01/11 20:00:00","N.Y.C.","6135","1"
"2013/01/11 20:00:00","NORTH","826","1"
"2013/01/11 20:00:00","WEST","1955","1"
"2013/01/11 21:00:00","CAPITL","1358","2"
"2013/01/11 21:00:00","CENTRL","1856","2"
"2013/01/11 21:00:00","DUNWOD","727","2"
"2013/01/11 21:00:00","GENESE","1138","2"
"2013/01/11 21:00:00","HUD VL","1186","2"
"2013/01/11 21:00:00","LONGIL","2596","2"
"2013/01/11 21:00:00","MHK VL","919","2"
"2013/01/11 21:00:00","MILLWD","371","2"
"2013/01/11 21:00:00","N.Y.C.","5907","2"
"2013/01/11 21:00:00","NORTH","814","2"
"2013/01/11 21:00:00","WEST","1888","2"
"2013/01/11 22:00:00","CAPITL","1257","3"
"2013/01/11 22:00:00","CENTRL","1728","3"
"2013/01/11 22:00:00","DUNWOD","675","3"
"2013/01/11 22:00:00","GENESE","1058","3"
"2013/01/11 22:00:00","HUD VL","1099","3"
"2013/01/11 22:00:00","LONGIL","2399","3"
"2013/01/11 22:00:00","MHK VL","849","3"
"2013/01/11 22:00:00","MILLWD","337","3"
"2013/01/11 22:00:00","N.Y.C.","5628","3"
"2013/01/11 22:00:00","NORTH","802","3"
"2013/01/11 22:00:00","WEST","1788","3"
"2013/01/11 23:00:00","CAPITL","1143","4"
"2013/01/11 23:00:00","CENTRL","1592","4"
"2013/01/11 23:00:00","DUNWOD","613","4"
"2013/01/11 23:00:00","GENESE","967","4"
"2013/01/11 23:00:00","HUD VL","1001","4"
"2013/01/11 23:00:00","LONGIL","2157","4"
"2013/01/11 23:00:00","MHK VL","778","4"
"2013/01/11 23:00:00","MILLWD","296","4"
"2013/01/11 23:00:00","N.Y.C.","5242","4"
"2013/01/11 23:00:00","NORTH","783","4"
"2013/01/11 23:00:00","WEST","1658","4"
"2013/01/12 00:00:00","CAPITL","1095","5"
"2013/01/12 00:00:00","CENTRL","1519","5"
"2013/01/12 00:00:00","DUNWOD","574","5"
"2013/01/12 00:00:00","GENESE","917","5"
"2013/01/12 00:00:00","HUD VL","907","5"
"2013/01/12 00:00:00","LONGIL","1985","5"
"2013/01/12 00:00:00","MHK VL","743","5"
"2013/01/12 00:00:00","MILLWD","270","5"
"2013/01/12 00:00:00","N.Y.C.","4799","5"
"2013/01/12 00:00:00","NORTH","768","5"
"2013/01/12 00:00:00","WEST","1548","5"
"2013/01/12 01:00:00","CAPITL","1048","6"
"2013/01/12 01:00:00","CENTRL","1454","6"
"2013/01/12 01:00:00","DUNWOD","534","6"
"2013/01/12 01:00:00","GENESE","875","6"
"2013/01/12 01:00:00","HUD VL","864","6"
"2013/01/12 01:00:00","LONGIL","1858","6"
"2013/01/12 01:00:00","MHK VL","702","6"
"2013/01/12 01:00:00","MILLWD","255","6"
"2013/01/12 01:00:00","N.Y.C.","4561","6"
"2013/01/12 01:00:00","NORTH","763","6"
"2013/01/12 01:00:00","WEST","1484","6"
"2013/01/12 02:00:00","CAPITL","1023","7"
"2013/01/12 02:00:00","CENTRL","1415","7"
"2013/01/12 02:00:00","DUNWOD","511","7"
"2013/01/12 02:00:00","GENESE","851","7"
"2013/01/12 02:00:00","HUD VL","840","7"
"2013/01/12 02:00:00","LONGIL","1778","7"
"2013/01/12 02:00:00","MHK VL","682","7"
"2013/01/12 02:00:00","MILLWD","249","7"
"2013/01/12 02:00:00","N.Y.C.","4393","7"
"2013/01/12 02:00:00","NORTH","758","7"
"2013/01/12 02:00:00","WEST","1450","7"
"2013/01/12 03:00:00","CAPITL","1010","8"
"2013/01/12 03:00:00","CENTRL","1395","8"
"2013/01/12 03:00:00","DUNWOD","498","8"
"2013/01/12 03:00:00","GENESE","835","8"
"2013/01/12 03:00:00","HUD VL","828","8"
"2013/01/12 03:00:00","LONGIL","1727","8"
"2013/01/12 03:00:00","MHK VL","671","8"
"2013/01/12 03:00:00","MILLWD","245","8"
"2013/01/12 03:00:00","N.Y.C.","4302","8"
"2013/01/12 03:00:00","NORTH","748","8"
"2013/01/12 03:00:00","WEST","1427","8"
"2013/01/12 04:00:00","CAPITL","989","9"
"2013/01/12 04:00:00","CENTRL","1369","9"
"2013/01/12 04:00:00","DUNWOD","488","9"
"2013/01/12 04:00:00","GENESE","818","9"
"2013/01/12 04:00:00","HUD VL","813","9"
"2013/01/12 04:00:00","LONGIL","1687","9"
"2013/01/12 04:00:00","MHK VL","663","9"
"2013/01/12 04:00:00","MILLWD","237","9"
"2013/01/12 04:00:00","N.Y.C.","4209","9"
"2013/01/12 04:00:00","NORTH","736","9"
"2013/01/12 04:00:00","WEST","1402","9"
"2013/01/12 05:00:00","CAPITL","994","10"
"2013/01/12 05:00:00","CENTRL","1399","10"
"2013/01/12 05:00:00","DUNWOD","486","10"
"2013/01/12 05:00:00","GENESE","840","10"
"2013/01/12 05:00:00","HUD VL","823","10"
"2013/01/12 05:00:00","LONGIL","1710","10"
"2013/01/12 05:00:00","MHK VL","677","10"
"2013/01/12 05:00:00","MILLWD","239","10"
"2013/01/12 05:00:00","N.Y.C.","4208","10"
"2013/01/12 05:00:00","NORTH","743","10"
"2013/01/12 05:00:00","WEST","1418","10"
"2013/01/12 06:00:00","CAPITL","1067","11"
"2013/01/12 06:00:00","CENTRL","1492","11"
"2013/01/12 06:00:00","DUNWOD","512","11"
"2013/01/12 06:00:00","GENESE","890","11"
"2013/01/12 06:00:00","HUD VL","892","11"
"2013/01/12 06:00:00","LONGIL","1832","11"
"2013/01/12 06:00:00","MHK VL","729","11"
"2013/01/12 06:00:00","MILLWD","267","11"
"2013/01/12 06:00:00","N.Y.C.","4369","11"
"2013/01/12 06:00:00","NORTH","752","11"
"2013/01/12 06:00:00","WEST","1484","11"
"2013/01/12 07:00:00","CAPITL","1179","12"
"2013/01/12 07:00:00","CENTRL","1622","12"
"2013/01/12 07:00:00","DUNWOD","566","12"
"2013/01/12 07:00:00","GENESE","971","12"
"2013/01/12 07:00:00","HUD VL","969","12"
"2013/01/12 07:00:00","LONGIL","2016","12"
"2013/01/12 07:00:00","MHK VL","797","12"
"2013/01/12 07:00:00","MILLWD","303","12"
"2013/01/12 07:00:00","N.Y.C.","4659","12"
"2013/01/12 07:00:00","NORTH","775","12"
"2013/01/12 07:00:00","WEST","1589","12"
"2013/01/12 08:00:00","CAPITL","1236","13"
"2013/01/12 08:00:00","CENTRL","1668","13"
"2013/01/12 08:00:00","DUNWOD","597","13"
"2013/01/12 08:00:00","GENESE","1001","13"
"2013/01/12 08:00:00","HUD VL","1020","13"
"2013/01/12 08:00:00","LONGIL","2156","13"
"2013/01/12 08:00:00","MHK VL","831","13"
"2013/01/12 08:00:00","MILLWD","321","13"
"2013/01/12 08:00:00","N.Y.C.","4959","13"
"2013/01/12 08:00:00","NORTH","790","13"
"2013/01/12 08:00:00","WEST","1633","13"
"2013/01/12 09:00:00","CAPITL","1277","14"
"2013/01/12 09:00:00","CENTRL","1706","14"
"2013/01/12 09:00:00","DUNWOD","621","14"
"2013/01/12 09:00:00","GENESE","1032","14"
"2013/01/12 09:00:00","HUD VL","1056","14"
"2013/01/12 09:00:00","LONGIL","2263","14"
"2013/01/12 09:00:00","MHK VL","855","14"
"2013/01/12 09:00:00","MILLWD","330","14"
"2013/01/12 09:00:00","N.Y.C.","5241","14"
"2013/01/12 09:00:00","NORTH","797","14"
"2013/01/12 09:00:00","WEST","1667","14"
"2013/01/12 10:00:00","CAPITL","1295","15"
"2013/01/12 10:00:00","CENTRL","1720","15"
"2013/01/12 10:00:00","DUNWOD","632","15"
"2013/01/12 10:00:00","GENESE","1046","15"
"2013/01/12 10:00:00","HUD VL","1073","15"
"2013/01/12 10:00:00","LONGIL","2326","15"
"2013/01/12 10:00:00","MHK VL","866","15"
"2013/01/12 10:00:00","MILLWD","332","15"
"2013/01/12 10:00:00","N.Y.C.","5414","15"
"2013/01/12 10:00:00","NORTH","800","15"
"2013/01/12 10:00:00","WEST","1684","15"
"2013/01/12 11:00:00","CAPITL","1293","16"
"2013/01/12 11:00:00","CENTRL","1713","16"
"2013/01/12 11:00:00","DUNWOD","634","16"
"2013/01/12 11:00:00","GENESE","1050","16"
"2013/01/12 11:00:00","HUD VL","1075","16"
"2013/01/12 11:00:00","LONGIL","2344","16"
"2013/01/12 11:00:00","MHK VL","859","16"
"2013/01/12 11:00:00","MILLWD","329","16"
"2013/01/12 11:00:00","N.Y.C.","5493","16"
"2013/01/12 11:00:00","NORTH","796","16"
"2013/01/12 11:00:00","WEST","1688","16"
"2013/01/12 12:00:00","CAPITL","1268","17"
"2013/01/12 12:00:00","CENTRL","1693","17"
"2013/01/12 12:00:00","DUNWOD","628","17"
"2013/01/12 12:00:00","GENESE","1039","17"
"2013/01/12 12:00:00","HUD VL","1062","17"
"2013/01/12 12:00:00","LONGIL","2333","17"
"2013/01/12 12:00:00","MHK VL","846","17"
"2013/01/12 12:00:00","MILLWD","321","17"
"2013/01/12 12:00:00","N.Y.C.","5516","17"
"2013/01/12 12:00:00","NORTH","792","17"
"2013/01/12 12:00:00","WEST","1671","17"
"2013/01/12 13:00:00","CAPITL","1253","18"
"2013/01/12 13:00:00","CENTRL","1664","18"
"2013/01/12 13:00:00","DUNWOD","622","18"
"2013/01/12 13:00:00","GENESE","1028","18"
"2013/01/12 13:00:00","HUD VL","1051","18"
"2013/01/12 13:00:00","LONGIL","2303","18"
"2013/01/12 13:00:00","MHK VL","834","18"
"2013/01/12 13:00:00","MILLWD","312","18"
"2013/01/12 13:00:00","N.Y.C.","5492","18"
"2013/01/12 13:00:00","NORTH","787","18"
"2013/01/12 13:00:00","WEST","1667","18"
"2013/01/12 14:00:00","CAPITL","1234","19"
"2013/01/12 14:00:00","CENTRL","1638","19"
"2013/01/12 14:00:00","DUNWOD","616","19"
"2013/01/12 14:00:00","GENESE","1014","19"
"2013/01/12 14:00:00","HUD VL","1039","19"
"2013/01/12 14:00:00","LONGIL","2280","19"
"2013/01/12 14:00:00","MHK VL","822","19"
"2013/01/12 14:00:00","MILLWD","305","19"
"2013/01/12 14:00:00","N.Y.C.","5452","19"
"2013/01/12 14:00:00","NORTH","776","19"
"2013/01/12 14:00:00","WEST","1655","19"
"2013/01/12 15:00:00","CAPITL","1236","20"
"2013/01/12 15:00:00","CENTRL","1625","20"
"2013/01/12 15:00:00","DUNWOD","616","20"
"2013/01/12 15:00:00","GENESE","1013","20"
"2013/01/12 15:00:00","HUD VL","1038","20"
"2013/01/12 15:00:00","LONGIL","2290","20"
"2013/01/12 15:00:00","MHK VL","818","20"
"2013/01/12 15:00:00","MILLWD","306","20"
"2013/01/12 15:00:00","N.Y.C.","5418","20"
"2013/01/12 15:00:00","NORTH","776","20"
"2013/01/12 15:00:00","WEST","1646","20"
"2013/01/12 16:00:00","CAPITL","1284","21"
"2013/01/12 16:00:00","CENTRL","1675","21"
"2013/01/12 16:00:00","DUNWOD","641","21"
"2013/01/12 16:00:00","GENESE","1040","21"
"2013/01/12 16:00:00","HUD VL","1078","21"
"2013/01/12 16:00:00","LONGIL","2393","21"
"2013/01/12 16:00:00","MHK VL","848","21"
"2013/01/12 16:00:00","MILLWD","319","21"
"2013/01/12 16:00:00","N.Y.C.","5501","21"
"2013/01/12 16:00:00","NORTH","788","21"
"2013/01/12 16:00:00","WEST","1680","21"
"2013/01/12 17:00:00","CAPITL","1415","22"
"2013/01/12 17:00:00","CENTRL","1829","22"
"2013/01/12 17:00:00","DUNWOD","712","22"
"2013/01/12 17:00:00","GENESE","1146","22"
"2013/01/12 17:00:00","HUD VL","1194","22"
"2013/01/12 17:00:00","LONGIL","2675","22"
"2013/01/12 17:00:00","MHK VL","932","22"
"2013/01/12 17:00:00","MILLWD","364","22"
"2013/01/12 17:00:00","N.Y.C.","5834","22"
"2013/01/12 17:00:00","NORTH","810","22"
"2013/01/12 17:00:00","WEST","1805","22"
"2013/01/12 18:00:00","CAPITL","1422","23"
"2013/01/12 18:00:00","CENTRL","1857","23"
"2013/01/12 18:00:00","DUNWOD","735","23"
"2013/01/12 18:00:00","GENESE","1167","23"
"2013/01/12 18:00:00","HUD VL","1217","23"
"2013/01/12 18:00:00","LONGIL","2731","23"
"2013/01/12 18:00:00","MHK VL","940","23"
"2013/01/12 18:00:00","MILLWD","378","23"
"2013/01/12 18:00:00","N.Y.C.","5886","23"
"2013/01/12 18:00:00","NORTH","801","23"
